Site_ID,Site_Name,Site_City,Site_Area,Site_Cluster,Site_Room,Site_Type,Site_Scene,Site_Longitude,Site_Latitude,Power_Supply_Type,Power_Supply_PV_Panels_Current,Power_Supply_PV_Specification_Current,Power_Supply_PV_Annual_Current,Power_Supply_PV_Panels_Tobe,Power_Supply_PV_Specification_Tobe,Power_Supply_PV_Annual_Tobe,Rectifier_Model_Current,Rectifier_Deployment_Year,Rectifier_Efficiency_Current,Rectifier_Efficiency_Tobe,Battery_Type_Current,Cooling_Type,Power_Consumption_Aircondition,Power_Consumption_FCS,Power_Consumption_Aircondition_Outdoor,Power_Consumption_FCS_Outdoor,Cooling_Aircondition_Working_Hours_Current,Cooling_FCS_Working_Hours_Current,Cooling_Aircondition_Working_Hours_Tobe,Cooling_FCS_Working_Hours_Tobe,Cooling_Aircondition_Working_Hours_Outdoor,Cooling_FCS_Working_Hours_Outdoor,Data_Volume_234G_Month,Data_Volume_5G_Month,Alpha,Power_Star_Activation,Power_Star_Efficiency_234G,Power_Star_Efficiency_5G,Power_Consumption_Site_Radio_234G,Power_Consumption_Site_Tower_234G,Power_Consumption_Site_Radio_5G,grid_id,Power_Supply_PV_Out,5G_Deployment_Year,Power_Saving_Total
312,Site312,娄底,涟源,Cluster_13,Indoor,Macro,Rural,111.78696,27.72764,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,1,843,0,0.05,0.1,2542,2000,1493,4098,988.0009766,2026,0
313,Site313,娄底,涟源,Cluster_13,Indoor,Macro,Urban,111.75559,27.65678,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,22,,843,0,0.05,0,2542,2000,0,3023,981.7919922,2035,0
314,Site314,娄底,涟源,Cluster_13,Indoor,Macro,Urban,111.9566,27.59923,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,2271,994.5757294,2033,0
315,Site315,娄底,涟源,Cluster_13,Indoor,Macro,Urban,111.69796,27.97882,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,7369,983.9840088,2023,0
316,Site316,娄底,涟源,Cluster_13,Indoor,Macro,Urban,111.74673,27.66427,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.1,3702,3400,2019,3163,982.5219727,2029,0
317,Site317,娄底,涟源,Cluster_13,Indoor,Macro,Suburban,111.64938,27.67453,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,3,843,0,0.05,0.1,2542,2000,2019,3291,979.9660034,2027,0
318,Site318,娄底,涟源,Cluster_13,Indoor,Macro,Suburban,111.90731,27.92619,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,1,843,0,0.05,0.1,2542,2000,1493,6781,1011.377014,2025,0
319,Site319,娄底,涟源,Cluster_13,Outdoor,Macro,Suburban,111.76535,27.64653,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,2885,987.0880127,2037,0
320,Site320,娄底,涟源,Cluster_13,Indoor,Macro,Suburban,111.71328,27.72706,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,15,,843,0,0.02,0,1835,1500,0,4091,987.0879822,2020,0
321,Site321,娄底,涟源,Cluster_13,Indoor,Macro,Suburban,111.77773,27.92195,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,15,1,843,0,0.02,0.1,1835,1500,1493,6768,988.3660278,2028,0
322,Site322,娄底,涟源,Cluster_13,Indoor,Macro,Rural,111.69451,27.68927,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,4,,843,0,0.02,0,1300,1000,0,3567,986.539978,2025,0
323,Site323,娄底,涟源,Cluster_13,Outdoor,Macro,Rural,111.8535,27.48665,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,1121,971.3825073,2025,0
324,Site324,娄底,涟源,Cluster_13,Indoor,Macro,Rural,111.86029,27.46344,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,4,,843,0,0.02,0,1300,1000,0,984,1005.89801,2027,0
325,Site325,娄底,涟源,Cluster_13,Indoor,Macro,Rural,111.6694,27.65036,grid+solar,12,400,7,0,375,0,non-Huawei,2018,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,2875,985.0789795,2024,0
326,Site326,娄底,涟源,Cluster_13,Indoor,Macro,Rural,111.866697,27.593617,grid+solar,12,400,7,0,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,2142,976.3135071,2036,0
327,Site327,娄底,涟源,Cluster_13,Indoor,Macro,Rural,111.86503,27.61086,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2019,2384,981.427002,2029,0
328,Site328,娄底,涟源,Cluster_14,Outdoor,Macro,Urban,111.70957,27.68392,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,3435,980.3309937,2019,0
329,Site329,娄底,涟源,Cluster_14,Outdoor,Macro,Urban,111.77217,27.80923,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,5270,996.4019775,2028,0
330,Site330,娄底,涟源,Cluster_14,Indoor,Macro,Suburban,111.68216,27.71306,grid,0,0,0,12,375,0,Huawei,2020,0.97,0.97,High-temperature lead-acid battery,FCS,1500,210,450,70,0,8760,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2019,3831,987.6359863,2026,0
331,Site331,娄底,涟源,Cluster_14,Outdoor,Macro,Suburban,111.69924,27.54981,grid+generator,0,0,0,12,375,0,Huawei,2020,0.97,0.97,Li-battery,FCS,450,70,450,70,0,8760,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,1619,941.9799805,2034,0
332,Site332,娄底,涟源,Cluster_14,Outdoor,Macro,Suburban,111.904175,27.834614,grid+generator,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,5670,998.4109802,2034,0
333,Site333,娄底,涟源,Cluster_14,Indoor,Macro,Rural,111.741531,27.852092,grid,0,0,0,12,375,0,Huawei,2020,0.97,0.97,Li-battery+high-temperature lead-acid battery,FCS,1500,210,450,70,0,8760,200,8560,200,8560,35,1,843,0,0.05,0.1,3702,3400,1493,5903,996.7670288,2027,0
334,Site334,娄底,涟源,Cluster_14,Indoor,Macro,Rural,111.6487,27.63834,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,2745,982.1569824,2027,0
335,Site335,娄底,涟源,Cluster_14,Indoor,Macro,Rural,111.665608,27.696214,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,3564,985.4439697,2036,0
336,Site336,娄底,涟源,Cluster_14,Indoor,Macro,Rural,111.665608,27.696214,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,3564,985.4439697,2034,0
337,Site337,娄底,涟源,Cluster_14,Indoor,Macro,Rural,111.94792,27.53161,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,1475,982.8880005,2022,0
338,Site338,娄底,涟源,Cluster_14,Indoor,Macro,Rural,111.58297,27.63104,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,1,843,0,0.05,0.1,2542,2000,1493,2608,971.1994934,2032,0
339,Site339,娄底,涟源,Cluster_14,Indoor,Macro,Urban,111.5945,27.63856,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,22,,843,0,0.05,0,2542,2000,0,2740,974.8519897,2030,0
340,Site340,娄底,涟源,Cluster_14,Indoor,Macro,Urban,111.766226,27.496811,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,,983.3864329,2033,0
341,Site341,娄底,涟源,Cluster_14,Indoor,Macro,Urban,111.69746,27.67309,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,3296,982.5219727,2032,0
342,Site342,娄底,涟源,Cluster_14,Indoor,Macro,Urban,111.83126,27.80881,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.1,3702,3400,2019,5276,997.8629761,2030,0
343,Site343,娄底,涟源,Cluster_14,Indoor,Macro,Suburban,111.82047,27.57258,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,3,843,0,0.05,0.1,2542,2000,2019,1914,961.5205078,2035,0
344,Site344,娄底,涟源,Cluster_14,Indoor,Macro,Suburban,111.81168,27.54806,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,1,843,0,0.05,0.1,2542,2000,1493,1631,943.9885254,2037,0
345,Site345,娄底,涟源,Cluster_14,Outdoor,Macro,Suburban,111.73519,27.78344,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,4868,994.940979,2033,0
346,Site346,娄底,涟源,Cluster_14,Indoor,Macro,Suburban,111.65759,27.70304,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,15,,843,0,0.02,0,1835,1500,0,3696,985.4439697,2034,0
347,Site347,娄底,涟源,Cluster_14,Indoor,Macro,Suburban,111.6833,27.69621,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,15,1,843,0,0.02,0.1,1835,1500,1493,3566,986.9050293,2034,0
348,Site348,娄底,涟源,Cluster_14,Indoor,Macro,Rural,111.78419,28.03443,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,4,,843,0,0.02,0,1300,1000,0,7890,983.3864329,2029,0
349,Site349,娄底,涟源,Cluster_14,Outdoor,Macro,Rural,111.90395,27.96689,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,7290,976.3129883,2031,0
350,Site350,娄底,涟源,Cluster_14,Indoor,Macro,Rural,111.84249,27.98689,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,4,,843,0,0.02,0,1300,1000,0,7479,997.132019,2029,0
351,Site351,娄底,涟源,Cluster_14,Indoor,Macro,Rural,111.83717,27.46942,grid+solar,12,400,7,0,375,0,non-Huawei,2018,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,982,981.0620117,2019,0
352,Site352,娄底,涟源,Cluster_14,Indoor,Macro,Rural,111.72617,27.67981,grid+solar,12,400,7,0,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,3437,984.348999,2033,0
353,Site353,娄底,涟源,Cluster_14,Indoor,Macro,Rural,111.60395,27.75426,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2019,4463,990.5579834,2034,0
354,Site354,娄底,涟源,Cluster_15,Outdoor,Macro,Urban,111.81483,27.60921,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,2379,975.5830078,2017,0
355,Site355,娄底,涟源,Cluster_15,Outdoor,Macro,Urban,111.81118,27.60443,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,2256,974.8519897,2042,0
356,Site356,娄底,涟源,Cluster_15,Indoor,Macro,Suburban,111.9015,27.50425,grid,0,0,0,12,375,0,Huawei,2020,0.97,0.97,High-temperature lead-acid battery,FCS,1500,210,450,70,0,8760,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2019,1264,984.7139893,2036,0
357,Site357,娄底,涟源,Cluster_15,Outdoor,Macro,Suburban,111.78682,27.87057,grid+generator,0,0,0,12,375,0,Huawei,2020,0.97,0.97,Li-battery,FCS,450,70,450,70,0,8760,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,6136,991.2880249,2034,0
358,Site358,娄底,涟源,Cluster_15,Outdoor,Macro,Suburban,111.92283,27.97619,grid+generator,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,7391,994.210022,2033,0
359,Site359,娄底,涟源,Cluster_15,Indoor,Macro,Rural,111.77087,27.79146,grid,0,0,0,12,375,0,Huawei,2020,0.97,0.97,Li-battery+high-temperature lead-acid battery,FCS,1500,210,450,70,0,8760,200,8560,200,8560,35,1,843,0,0.05,0.1,3702,3400,1493,5004,997.4979858,2030,0
360,Site360,娄底,涟源,Cluster_15,Indoor,Macro,Rural,111.65153,27.69996,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,3696,985.4439697,2040,0
361,Site361,娄底,涟源,Cluster_15,Indoor,Macro,Rural,111.645317,27.699267,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,3695,986.1749878,2036,0
362,Site362,娄底,涟源,Cluster_15,Indoor,Macro,Rural,111.645317,27.699267,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,3695,986.1749878,2031,0
363,Site363,娄底,涟源,Cluster_15,Indoor,Macro,Rural,111.678029,27.687753,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,3565,985.8094788,2038,0
364,Site364,娄底,涟源,Cluster_15,Indoor,Macro,Rural,111.67158,27.74232,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,1,843,0,0.05,0.1,2542,2000,1493,4341,993.8449707,2026,0
365,Site365,娄底,涟源,Cluster_15,Indoor,Macro,Urban,111.62026,27.67785,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,22,,843,0,0.05,0,2542,2000,0,3289,977.4089966,2039,0
366,Site366,娄底,涟源,Cluster_15,Indoor,Macro,Urban,111.74214,27.94526,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,6970,1016.856018,2035,0
367,Site367,娄底,涟源,Cluster_15,Indoor,Macro,Urban,111.663107,27.694592,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,3564,985.4439697,2034,0
368,Site368,娄底,涟源,Cluster_15,Indoor,Macro,Urban,111.663525,27.691465,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.1,3702,3400,2019,3564,985.4439697,2017,0
369,Site369,娄底,涟源,Cluster_15,Indoor,Macro,Suburban,111.71889,27.63222,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,3,843,0,0.05,0.1,2542,2000,2019,2621,990.5580139,2033,0
370,Site370,娄底,涟源,Cluster_15,Indoor,Macro,Suburban,111.648056,27.690556,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,1,843,0,0.05,0.1,2542,2000,1493,3562,983.9840088,2031,0
371,Site371,娄底,涟源,Cluster_15,Outdoor,Macro,Suburban,111.648056,27.690556,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,3562,983.9840088,2030,0
372,Site372,娄底,涟源,Cluster_15,Indoor,Macro,Suburban,111.80743,27.73291,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,15,,843,0,0.02,0,1835,1500,0,4227,990.3754883,2036,0
373,Site373,娄底,涟源,Cluster_15,Indoor,Macro,Suburban,111.83056,27.89986,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,15,1,843,0,0.02,0.1,1835,1500,1493,6463,998.5939941,2036,0
374,Site374,娄底,涟源,Cluster_15,Indoor,Macro,Rural,111.75353,27.52023,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,4,,843,0,0.02,0,1300,1000,0,1385,958.7810059,2026,0
375,Site375,娄底,涟源,Cluster_15,Outdoor,Macro,Rural,111.76301,27.7671,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,4609,997.1324768,2025,0
376,Site376,娄底,涟源,Cluster_15,Indoor,Macro,Rural,111.749619,27.778975,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,4,,843,0,0.02,0,1300,1000,0,4869,996.4019775,2031,0
377,Site377,娄底,涟源,Cluster_15,Indoor,Macro,Rural,111.80091,27.55574,grid+solar,12,400,7,0,375,0,non-Huawei,2018,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,1719,940.5189819,2027,0
378,Site378,娄底,涟源,Cluster_15,Indoor,Macro,Rural,111.7204,27.67844,grid+solar,12,400,7,0,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,3298,987.2709961,2040,0
379,Site379,娄底,涟源,Cluster_15,Indoor,Macro,Rural,111.68134,27.59534,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2019,2124,981.0620117,2022,0
380,Site380,娄底,涟源,Cluster_15,Outdoor,Macro,Urban,111.67825,27.59064,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,2123,984.348999,2033,0
381,Site381,娄底,涟源,Cluster_15,Outdoor,Macro,Urban,111.58824,27.61522,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,2356,968.8255005,2024,0
382,Site382,娄底,涟源,Cluster_16,Indoor,Macro,Suburban,111.80685,27.67913,grid,0,0,0,12,375,0,Huawei,2020,0.97,0.97,High-temperature lead-acid battery,FCS,1500,210,450,70,0,8760,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2019,3445,989.0969849,2037,0
383,Site383,娄底,涟源,Cluster_16,Outdoor,Macro,Suburban,111.60073,27.65353,grid+generator,0,0,0,12,375,0,Huawei,2020,0.97,0.97,Li-battery,FCS,450,70,450,70,0,8760,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,3008,978.8699951,2028,0
384,Site384,娄底,涟源,Cluster_16,Outdoor,Macro,Suburban,111.71663,27.82825,grid+generator,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,5527,987.0880127,2025,0
385,Site385,娄底,涟源,Cluster_16,Indoor,Macro,Rural,111.65789,27.94131,grid,0,0,0,12,375,0,Huawei,2020,0.97,0.97,Li-battery+high-temperature lead-acid battery,FCS,1500,210,450,70,0,8760,200,8560,200,8560,35,1,843,0,0.05,0.1,3702,3400,1493,6962,990.5579834,2027,0
386,Site386,娄底,涟源,Cluster_16,Indoor,Macro,Rural,111.73191,27.71056,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,3836,989.4619751,2036,0
387,Site387,娄底,涟源,Cluster_16,Indoor,Macro,Rural,111.70788,27.70005,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,3701,989.8280029,2023,0
388,Site388,娄底,涟源,Cluster_16,Indoor,Macro,Rural,111.73073,27.72691,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,4092,982.5219727,2036,0
389,Site389,娄底,涟源,Cluster_16,Indoor,Macro,Rural,111.7626,27.57724,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,1909,958.7815247,2034,0
390,Site390,娄底,涟源,Cluster_16,Indoor,Macro,Rural,111.84847,28.01791,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,1,843,0,0.05,0.1,2542,2000,1493,7744,966.0859985,2029,0
391,Site391,娄底,涟源,Cluster_16,Indoor,Macro,Urban,111.688345,27.69021,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,22,,843,0,0.05,0,2542,2000,0,3566,986.9050293,2028,0
392,Site392,娄底,涟源,Cluster_16,Indoor,Macro,Urban,111.688345,27.69021,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,3566,986.9050293,2031,0
393,Site393,娄底,涟源,Cluster_16,Indoor,Macro,Urban,111.77168,27.86682,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,6024,992.7490234,2023,0
394,Site394,娄底,涟源,Cluster_16,Indoor,Macro,Urban,111.726268,27.893955,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.1,3702,3400,2019,6347,996.0369873,2026,0
395,Site395,娄底,涟源,Cluster_16,Indoor,Macro,Suburban,111.630309,27.703919,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,3,843,0,0.05,0.1,2542,2000,2019,3694,983.617981,2026,0
396,Site396,娄底,涟源,Cluster_16,Indoor,Macro,Suburban,111.93269,27.58985,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,1,843,0,0.05,0.1,2542,2000,1493,2148,983.9840088,2031,0
